vendorid,lpep_pickup_datetime,lpep_dropoff_datetime,ratecodeid,pulocationid,dolocationid,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2020-01-01T01:05:33.000,2020-01-01T01:16:54.000,1,152,151,1,1.59,8.5,0.5,0.5,2.94,0.0,0.3,12.74,1,1,0.0
2,2020-01-01T01:00:23.000,2020-01-01T01:28:15.000,1,256,198,3,3.44,18.5,0.5,0.5,0.0,0.0,0.3,19.8,2,1,0.0
2,2020-01-01T01:43:18.000,2020-01-01T01:53:40.000,1,129,70,1,2.01,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2020-01-01T01:45:03.000,2020-01-01T01:51:09.000,1,173,56,1,1.29,6.5,0.5,0.5,1.56,0.0,0.3,9.36,1,1,0.0
2,2020-01-01T01:15:37.000,2020-01-01T01:29:17.000,1,7,56,1,6.64,20.0,0.5,0.5,0.0,0.0,0.3,21.3,2,1,0.0
2,2020-01-01T01:43:04.000,2020-01-01T01:55:07.000,1,82,129,1,1.49,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T00:22:10.000,2020-01-01T00:31:30.000,1,51,51,1,1.81,8.5,0.5,0.5,0.0,0.0,0.3,9.8,1,1,0.0
2,2020-01-01T00:57:36.000,2020-01-01T01:10:53.000,1,208,18,1,5.85,18.5,0.5,0.5,0.0,0.0,0.3,19.8,1,1,0.0
2,2020-01-01T01:35:55.000,2020-01-01T01:46:09.000,1,181,25,2,2.18,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2,1,0.0
2,2020-01-01T01:53:58.000,2020-01-01T02:09:56.000,1,106,14,2,5.65,19.0,0.5,0.5,0.0,0.0,0.3,20.3,2,1,0.0
2,2020-01-01T01:55:21.000,2020-01-01T02:06:01.000,1,82,129,1,1.62,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
2,2020-01-01T01:11:41.000,2020-01-01T01:11:43.000,5,264,264,1,0.0,10.0,0.0,0.0,0.0,0.0,0.3,10.3,1,2,0.0
2,2020-01-01T01:52:37.000,2020-01-01T02:09:16.000,1,130,191,1,4.21,15.5,0.5,0.5,0.0,0.0,0.3,16.8,2,1,0.0
2,2021-01-01T00:15:56.000,2021-01-01T00:19:52.000,1,43,151,1,1.01,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2,1,0.0
2,2021-01-01T00:25:59.000,2021-01-01T00:34:44.000,1,166,239,1,2.53,10.0,0.5,0.5,2.81,0.0,0.3,16.86,1,1,2.75
2,2021-01-01T00:45:57.000,2021-01-01T00:51:55.000,1,41,42,1,1.12,6.0,0.5,0.5,1.0,0.0,0.3,8.3,1,1,0.0
2,2020-12-31T23:57:51.000,2021-01-01T00:04:56.000,1,168,75,1,1.99,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2021-01-01T00:16:36.000,2021-01-01T00:16:40.000,2,265,265,3,0.0,-52.0,0.0,-0.5,0.0,0.0,-0.3,-52.8,3,1,0.0
2,2021-01-01T00:16:36.000,2021-01-01T00:16:40.000,2,265,265,3,0.0,52.0,0.0,0.5,0.0,0.0,0.3,52.8,2,1,0.0
2,2021-01-01T00:19:14.000,2021-01-01T00:19:21.000,5,265,265,1,0.0,180.0,0.0,0.0,36.06,0.0,0.3,216.36,1,2,0.0
2,2021-01-01T00:26:31.000,2021-01-01T00:28:50.000,1,75,75,6,0.45,3.5,0.5,0.5,0.96,0.0,0.3,5.76,1,1,0.0
2,2021-01-01T00:57:46.000,2021-01-01T00:57:57.000,1,225,225,1,0.0,2.5,0.5,0.5,0.0,0.0,0.3,3.8,2,1,0.0
2,2021-01-01T00:58:32.000,2021-01-01T01:32:34.000,1,225,265,1,12.19,38.0,0.5,0.5,2.75,0.0,0.3,42.05,1,1,0.0
2,2021-01-01T00:31:14.000,2021-01-01T00:55:07.000,1,244,244,2,3.39,18.0,0.5,0.5,0.0,0.0,0.3,19.3,2,1,0.0
2,2021-01-01T00:08:50.000,2021-01-01T00:21:56.000,1,75,213,1,6.69,19.5,0.5,0.5,0.0,0.0,0.3,20.8,2,1,0.0
2,2021-01-01T00:35:13.000,2021-01-01T00:44:44.000,1,74,238,1,2.34,10.0,0.5,0.5,0.0,0.0,0.3,14.05,1,1,2.75
2,2021-01-01T00:39:57.000,2021-01-01T00:55:25.000,1,74,60,1,5.48,18.0,0.5,0.5,0.0,0.0,0.3,19.3,2,1,0.0
1,2021-01-01T00:51:27.000,2021-01-01T00:57:20.000,1,42,41,2,0.9,6.0,0.5,0.5,0.0,0.0,0.3,7.3,1,1,0.0
2,2021-01-01T00:29:05.000,2021-01-01T00:29:07.000,5,42,264,1,0.0,10.0,0.0,0.0,2.06,0.0,0.3,12.36,1,2,0.0
2,2021-01-01T00:32:07.000,2021-01-01T00:42:54.000,1,74,116,1,2.08,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,1,0.0
2,2021-01-01T00:49:59.000,2021-01-01T01:05:01.000,1,116,143,1,4.64,16.5,0.5,0.5,5.14,0.0,0.3,25.69,1,1,2.75
2,2021-01-01T00:07:20.000,2021-01-01T00:12:01.000,1,75,42,1,1.68,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2021-01-01T00:25:54.000,2021-01-01T00:28:20.000,1,74,75,1,0.68,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2,1,0.0
2,2021-01-01T00:15:51.000,2021-01-01T00:30:34.000,1,7,82,5,2.7,12.0,0.5,0.5,0.0,0.0,0.3,13.3,1,1,0.0
2,2021-01-01T00:21:09.000,2021-01-01T01:06:01.000,1,152,117,1,29.07,77.5,0.5,0.5,0.0,6.12,0.3,84.92,2,1,0.0
2,2021-01-01T00:42:25.000,2021-01-01T00:43:06.000,1,82,82,1,0.0,2.5,0.5,0.5,8.0,0.0,0.3,11.8,1,1,0.0
2,2021-01-01T00:51:52.000,2021-01-01T01:06:13.000,1,116,74,1,2.78,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2,1,0.0
2,2021-01-01T00:23:19.000,2021-01-01T00:34:03.000,1,116,69,3,2.25,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2,1,0.0
1,2021-01-01T00:56:41.000,2021-01-01T01:13:31.000,1,259,116,1,0.0,28.2,0.0,0.5,0.0,0.0,0.3,29.0,1,1,0.0
2,2021-01-01T00:50:23.000,2021-01-01T00:55:11.000,1,247,167,1,1.03,5.5,0.5,0.5,0.0,0.0,0.3,6.8,1,1,0.0
2,2021-01-01T00:15:41.000,2021-01-01T00:18:57.000,1,166,41,1,0.65,4.5,0.5,0.5,0.0,0.0,0.3,5.8,1,1,0.0
2,2021-01-01T00:30:34.000,2021-01-01T00:43:14.000,1,74,119,1,2.51,11.5,0.5,0.5,2.56,0.0,0.3,15.36,1,1,0.0
2,2021-01-01T00:39:40.000,2021-01-01T01:05:04.000,1,17,107,1,7.57,25.5,0.5,0.5,7.39,0.0,0.3,36.94,1,1,2.75
2,2021-01-01T00:35:29.000,2021-01-01T00:55:15.000,5,74,247,1,3.64,13.0,0.0,0.0,0.0,0.0,0.3,13.3,2,2,0.0
2,2021-01-01T00:28:19.000,2021-01-01T00:32:16.000,1,74,74,1,0.63,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
1,2021-01-01T01:45:34.000,2021-01-01T01:59:16.000,1,173,56,1,1.5,10.5,0.5,0.5,2.75,2.0,0.3,16.55,1,1,0.0
2,2021-01-01T01:27:19.000,2021-01-01T01:36:40.000,1,152,239,1,2.83,10.5,0.5,0.5,0.0,0.0,0.3,14.55,2,1,2.75
2,2021-01-01T01:06:08.000,2021-01-01T01:25:52.000,1,41,233,1,5.03,17.5,0.5,0.5,0.0,0.0,0.3,21.55,1,1,2.75
2,2021-01-01T01:30:03.000,2021-01-01T01:42:03.000,1,42,119,1,3.13,11.5,0.5,0.5,1.1,0.0,0.3,13.9,1,1,0.0
2,2021-01-01T01:06:34.000,2021-01-01T01:15:26.000,1,7,260,6,2.24,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
2,2021-01-01T01:22:08.000,2021-01-01T01:31:45.000,1,47,42,1,2.11,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
1,2021-01-01T01:27:22.000,2021-01-01T01:36:01.000,1,75,24,1,1.6,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2021-01-01T01:46:44.000,2021-01-01T01:51:56.000,1,41,166,1,0.77,5.5,0.5,0.5,2.04,0.0,0.3,8.84,1,1,0.0
2,2021-01-01T01:45:45.000,2021-01-01T01:54:47.000,1,179,7,1,1.46,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2021-01-01T01:40:49.000,2021-01-01T01:54:21.000,1,7,159,5,5.19,17.0,0.5,0.5,0.0,6.12,0.3,24.42,1,1,0.0
2,2021-01-01T01:03:41.000,2021-01-01T01:30:43.000,1,95,145,1,10.05,31.5,0.5,0.5,0.0,0.0,0.3,32.8,1,1,0.0
2,2021-01-01T23:12:41.000,2021-01-02T01:13:53.000,5,95,82,1,0.0,9.7,0.0,0.0,2.0,0.0,0.3,12.0,1,2,0.0
2,2021-01-01T01:20:10.000,2021-01-01T01:23:04.000,1,236,238,1,0.77,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2,1,0.0
2,2021-01-01T01:49:29.000,2021-01-01T01:49:33.000,5,244,244,5,0.02,12.0,0.0,0.0,2.46,0.0,0.3,14.76,1,2,0.0
1,2021-01-01T01:30:50.000,2021-01-01T01:49:33.000,1,65,225,2,4.1,16.0,0.5,0.5,3.45,0.0,0.3,20.75,1,1,0.0
2,2021-01-01T01:07:45.000,2021-01-01T01:13:57.000,1,166,151,1,1.07,6.5,0.5,0.5,1.56,0.0,0.3,9.36,1,1,0.0
1,2021-01-01T01:39:30.000,2021-01-01T02:01:50.000,1,247,13,1,0.0,36.2,0.0,0.5,0.0,0.0,0.3,37.0,1,1,0.0
1,2021-01-01T01:01:59.000,2021-01-01T01:10:50.000,1,14,14,0,0.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2021-01-01T01:04:25.000,2021-01-01T01:17:37.000,1,74,168,1,2.86,12.0,0.5,0.5,0.0,0.0,0.3,13.3,1,1,0.0
2,2021-01-01T01:54:13.000,2021-01-01T02:12:35.000,1,235,167,1,3.56,14.0,0.5,0.5,3.06,0.0,0.3,18.36,1,1,0.0
2,2021-01-01T00:57:52.000,2021-01-01T01:00:30.000,1,116,42,1,0.59,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2,1,0.0
2,2021-01-01T01:54:51.000,2021-01-01T02:15:35.000,5,74,94,1,5.82,18.0,0.0,0.0,0.0,0.0,0.3,18.3,2,2,0.0
2,2021-01-01T02:07:27.000,2021-01-01T02:18:09.000,1,41,143,1,2.2,10.0,0.5,0.5,0.0,0.0,0.3,14.05,2,1,2.75
2,2021-01-01T02:09:05.000,2021-01-01T02:15:23.000,1,75,141,1,1.96,7.5,0.5,0.5,2.0,0.0,0.3,13.55,1,1,2.75
2,2021-01-01T02:27:53.000,2021-01-01T02:57:11.000,1,74,232,1,8.7,30.0,0.5,0.5,0.0,0.0,0.3,34.05,2,1,2.75
2,2021-01-01T02:18:14.000,2021-01-01T02:26:28.000,1,168,74,1,2.14,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2,1,0.0
1,2021-01-01T02:08:51.000,2021-01-01T02:37:27.000,1,37,167,1,0.0,34.2,0.0,0.5,0.0,6.12,0.3,41.12,1,1,0.0
1,2021-01-01T02:45:15.000,2021-01-01T02:59:07.000,1,167,78,1,0.0,14.2,0.0,0.5,0.0,0.0,0.3,15.0,1,1,0.0
2,2021-01-01T02:28:37.000,2021-01-01T02:36:09.000,1,256,17,1,1.3,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2021-01-01T02:46:42.000,2021-01-01T03:03:38.000,1,256,164,1,5.83,19.5,0.5,0.5,0.0,0.0,0.3,23.55,2,1,2.75
2,2021-01-01T02:10:44.000,2021-01-01T02:10:57.000,1,28,28,1,0.0,2.5,0.5,0.5,10.0,0.0,0.3,13.8,1,1,0.0
2,2021-01-01T02:32:32.000,2021-01-01T02:45:33.000,1,42,142,2,4.69,15.0,0.5,0.5,0.0,0.0,0.3,19.05,2,1,2.75
2,2021-01-01T02:56:25.000,2021-01-01T03:03:05.000,1,75,42,1,2.01,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2021-01-01T02:39:04.000,2021-01-01T02:42:39.000,1,129,129,1,0.43,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2,1,0.0
2,2021-01-01T02:36:06.000,2021-01-01T02:40:06.000,1,41,42,6,0.95,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2021-01-01T02:09:59.000,2021-01-01T02:22:06.000,1,167,212,1,2.73,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2021-01-01T02:52:38.000,2021-01-01T03:00:49.000,1,74,75,1,1.55,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2021-01-01T02:42:49.000,2021-01-01T02:50:59.000,5,136,241,1,0.57,9.0,0.0,0.0,0.0,0.0,0.3,9.3,2,2,0.0
2,2021-01-01T03:23:00.000,2021-01-01T03:35:59.000,1,41,142,5,3.52,13.0,0.5,0.5,0.0,0.0,0.3,17.05,2,1,2.75
1,2021-01-01T03:08:15.000,2021-01-01T03:08:33.000,1,78,78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0
1,2021-01-01T03:21:45.000,2021-01-01T03:37:03.000,1,69,42,1,0.0,14.2,0.0,0.5,0.0,0.0,0.3,15.0,1,1,0.0
2,2021-01-01T03:38:59.000,2021-01-01T03:58:21.000,1,112,97,6,5.09,19.5,0.5,0.5,0.0,0.0,0.3,20.8,2,1,0.0
2,2021-01-01T03:26:06.000,2021-01-01T03:40:53.000,1,116,136,1,4.76,17.0,0.5,0.5,0.0,0.0,0.3,18.3,2,1,0.0
2,2021-01-01T03:53:54.000,2021-01-01T04:16:21.000,1,179,249,1,6.67,22.0,0.5,0.5,4.83,6.12,0.3,37.0,1,1,2.75
2,2021-01-01T03:18:04.000,2021-01-01T03:33:06.000,1,75,248,1,6.25,19.0,0.5,0.5,0.0,0.0,0.3,20.3,2,1,0.0
2,2021-01-01T03:23:04.000,2021-01-01T03:24:31.000,1,119,119,1,0.09,3.0,0.5,0.5,0.0,0.0,0.3,4.3,2,1,0.0
2,2021-01-01T03:31:06.000,2021-01-01T04:14:49.000,1,119,55,1,28.26,75.5,0.5,0.5,2.75,6.12,0.3,85.67,1,1,0.0
2,2021-01-01T03:05:05.000,2021-01-01T03:05:08.000,5,32,264,3,0.0,7.0,0.0,0.0,0.0,0.0,0.3,7.3,1,2,0.0
2,2021-01-01T03:36:46.000,2021-01-01T04:03:25.000,1,42,50,1,9.18,29.5,0.5,0.5,6.71,0.0,0.3,40.26,1,1,2.75
1,2021-01-01T03:07:21.000,2021-01-01T03:22:10.000,1,250,41,1,0.0,22.2,0.0,0.5,0.0,0.0,0.3,23.0,1,1,0.0
1,2021-01-01T03:35:40.000,2021-01-01T03:52:28.000,1,75,94,1,0.0,24.2,0.0,0.5,0.0,0.0,0.3,25.0,1,1,0.0
2,2021-01-01T03:20:33.000,2021-01-01T03:25:45.000,1,42,244,1,1.01,6.0,0.5,0.5,0.7,0.0,0.3,8.0,1,1,0.0
2,2021-01-01T03:52:41.000,2021-01-01T03:57:54.000,1,41,42,1,1.22,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2021-01-01T03:09:15.000,2021-01-01T03:15:17.000,1,75,74,1,1.18,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2,1,0.0
2,2021-01-01T03:22:51.000,2021-01-01T03:31:51.000,1,74,140,1,3.61,12.5,0.5,0.5,3.31,0.0,0.3,19.86,1,1,2.75
2,2021-01-01T04:39:08.000,2021-01-01T04:43:14.000,1,42,42,1,0.62,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2021-01-01T04:52:02.000,2021-01-01T05:05:01.000,5,247,75,1,3.43,15.0,0.0,0.0,0.0,0.0,0.3,15.3,2,2,0.0
2,2021-01-01T04:32:23.000,2021-01-01T04:33:19.000,1,42,41,1,0.3,3.0,0.5,0.5,0.0,0.0,0.3,4.3,1,1,0.0
2,2021-01-01T04:11:28.000,2021-01-02T03:40:53.000,1,116,81,1,10.8,32.0,0.5,0.5,0.0,0.0,0.3,33.3,1,1,0.0
2,2021-01-01T04:55:33.000,2021-01-01T04:55:43.000,5,159,159,1,0.0,30.0,0.0,0.0,3.0,0.0,0.3,33.3,1,2,0.0
2,2021-01-01T04:09:00.000,2021-01-01T04:17:08.000,1,95,134,1,1.65,8.0,0.5,0.5,1.86,0.0,0.3,11.16,1,1,0.0
2,2021-01-01T04:45:36.000,2021-01-01T04:51:15.000,1,74,41,1,1.03,6.0,0.5,0.5,10.0,0.0,0.3,17.3,1,1,0.0
1,2021-01-01T04:24:35.000,2021-01-01T04:33:20.000,1,248,169,1,0.0,17.2,0.0,0.5,0.0,0.0,0.3,18.0,1,1,0.0
2,2021-01-01T05:54:40.000,2021-01-01T05:58:07.000,1,43,236,1,0.64,4.5,0.5,0.5,2.0,0.0,0.3,10.55,1,1,2.75
2,2021-01-01T05:52:43.000,2021-01-01T05:58:02.000,5,7,7,1,0.65,50.0,0.0,0.0,7.0,0.0,0.3,57.3,1,2,0.0
2,2021-01-01T05:34:35.000,2021-01-01T05:47:16.000,1,75,167,1,3.66,13.0,0.5,0.5,0.0,0.0,0.3,14.3,2,1,0.0
2,2021-01-01T05:21:41.000,2021-01-01T05:44:10.000,5,82,263,1,6.32,22.63,0.0,0.0,3.42,0.0,0.3,29.1,1,1,2.75
2,2021-01-01T05:57:21.000,2021-01-01T05:58:37.000,5,152,152,1,0.1,15.0,0.0,0.0,0.0,0.0,0.3,15.3,2,2,0.0
2,2021-01-01T05:06:53.000,2021-01-01T05:10:56.000,1,74,237,1,1.85,7.0,0.5,0.5,2.21,0.0,0.3,13.26,1,1,2.75
2,2021-01-01T05:58:02.000,2021-01-01T05:58:55.000,5,138,138,1,0.0,40.0,0.0,0.0,0.0,0.0,0.3,40.3,2,1,0.0
2,2021-01-01T05:39:24.000,2021-01-01T07:00:51.000,1,72,136,1,26.62,89.0,0.5,0.5,2.75,6.12,0.3,99.17,1,1,0.0
2,2021-01-01T06:11:35.000,2021-01-01T06:26:53.000,1,116,236,1,5.28,17.5,0.0,0.5,6.32,0.0,0.3,27.37,1,1,2.75
2,2021-01-01T06:49:30.000,2021-01-01T06:54:34.000,1,74,75,6,1.5,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1,1,0.0
1,2021-01-01T06:28:54.000,2021-01-01T06:35:53.000,1,82,82,1,1.4,7.5,0.0,0.5,0.0,0.0,0.3,8.3,2,1,0.0
2,2021-01-01T06:08:49.000,2021-01-01T06:15:23.000,1,116,151,1,2.12,8.5,0.0,0.5,0.0,0.0,0.3,9.3,2,1,0.0
1,2021-01-01T06:16:20.000,2021-01-01T06:28:31.000,1,183,168,1,0.0,20.2,0.0,0.5,0.0,0.0,0.3,21.0,1,1,0.0
1,2021-01-01T06:36:29.000,2021-01-01T06:43:02.000,1,74,75,1,1.4,7.0,0.0,0.5,1.55,0.0,0.3,9.35,1,1,0.0
2,2021-01-01T06:12:44.000,2021-01-01T06:31:09.000,1,152,164,1,6.75,22.5,0.0,0.5,0.0,0.0,0.3,26.05,2,1,2.75
2,2021-01-01T06:53:27.000,2021-01-01T07:04:49.000,1,243,48,1,8.34,24.0,0.0,0.5,0.0,0.0,0.3,27.55,2,1,2.75
2,2021-01-01T07:22:31.000,2021-01-01T07:24:07.000,5,159,159,1,0.27,12.0,0.0,0.0,0.08,0.0,0.3,12.38,1,2,0.0
2,2021-01-01T06:51:46.000,2021-01-01T06:57:44.000,1,75,141,1,2.53,8.5,0.0,0.5,3.62,0.0,0.3,15.67,1,1,2.75
2,2021-01-01T07:08:52.000,2021-01-01T07:12:15.000,1,75,75,1,0.59,4.5,0.0,0.5,0.0,0.0,0.3,5.3,1,1,0.0
2,2021-01-01T07:14:50.000,2021-01-01T07:27:13.000,1,43,48,1,3.62,13.0,0.0,0.5,3.31,0.0,0.3,19.86,1,1,2.75
2,2021-01-01T07:12:06.000,2021-01-01T07:26:41.000,1,42,173,1,8.21,23.5,0.0,0.5,0.0,6.12,0.3,30.42,2,1,0.0
2,2021-01-01T07:09:31.000,2021-01-01T07:13:29.000,1,74,263,5,1.62,6.5,0.0,0.5,3.02,0.0,0.3,13.07,1,1,2.75
2,2021-01-01T07:21:55.000,2021-01-01T07:29:38.000,1,75,233,5,2.67,9.5,0.0,0.5,0.0,0.0,0.3,13.05,2,1,2.75
2,2021-01-01T07:40:50.000,2021-01-01T07:43:47.000,1,75,75,5,0.58,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2,1,0.0
2,2021-01-01T07:48:29.000,2021-01-01T07:51:08.000,1,75,74,5,1.26,5.5,0.0,0.5,0.0,0.0,0.3,6.3,2,1,0.0
2,2021-01-01T07:17:17.000,2021-01-01T07:54:09.000,1,43,76,1,19.34,54.5,0.0,0.5,5.0,0.0,0.3,63.05,1,1,2.75
2,2021-01-01T07:31:22.000,2021-01-01T07:31:25.000,5,242,264,0,0.0,7.0,0.0,0.0,0.0,0.0,0.3,7.3,1,2,0.0
1,2021-01-01T07:39:31.000,2021-01-01T07:53:58.000,1,95,135,1,2.7,12.5,0.0,0.5,2.65,0.0,0.3,15.95,1,1,0.0
2,2021-01-01T07:25:50.000,2021-01-01T07:32:38.000,1,82,129,2,1.7,7.5,0.0,0.5,1.66,0.0,0.3,9.96,1,1,0.0
2,2021-01-01T07:36:13.000,2021-01-01T08:46:24.000,1,136,10,1,19.68,72.0,0.0,0.5,2.75,12.24,0.3,87.79,1,1,0.0
2,2021-01-01T08:37:01.000,2021-01-01T08:37:06.000,1,42,42,1,0.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3,2,1,0.0
2,2021-01-01T08:59:00.000,2021-01-01T09:04:13.000,1,74,75,1,1.44,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1,1,0.0
2,2021-01-01T08:10:47.000,2021-01-01T08:23:07.000,1,244,151,1,3.23,13.0,0.0,0.5,2.76,0.0,0.3,16.56,1,1,0.0
2,2021-01-01T08:38:14.000,2021-01-01T08:46:07.000,1,42,41,1,1.87,8.5,0.0,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2021-01-01T08:48:27.000,2021-01-01T08:55:10.000,1,41,74,1,1.43,7.0,0.0,0.5,0.0,0.0,0.3,7.8,1,1,0.0
2,2021-01-01T08:08:33.000,2021-01-01T08:15:06.000,1,41,74,1,1.27,7.0,0.0,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2021-01-01T08:38:48.000,2021-01-01T08:51:44.000,1,42,151,1,2.64,11.5,0.0,0.5,0.0,0.0,0.3,12.3,2,1,0.0
2,2021-01-01T08:44:54.000,2021-01-01T09:15:30.000,1,75,259,5,14.09,40.5,0.0,0.5,0.0,0.0,0.3,41.3,2,1,0.0
2,2021-01-01T08:52:13.000,2021-01-01T09:01:55.000,1,95,28,1,1.99,9.5,0.0,0.5,0.0,0.0,0.3,10.3,1,1,0.0
2,2021-01-01T08:41:21.000,2021-01-01T08:49:35.000,1,181,188,1,2.15,9.0,0.0,0.5,0.0,0.0,0.3,9.8,2,1,0.0
2,2021-01-01T08:31:34.000,2021-01-01T08:33:43.000,1,41,42,1,0.32,3.5,0.0,0.5,0.0,0.0,0.3,4.3,1,1,0.0
2,2021-01-01T08:10:46.000,2021-01-01T08:15:31.000,1,130,215,1,1.37,6.0,0.0,0.5,2.04,0.0,0.3,8.84,1,1,0.0
1,2021-01-01T08:20:09.000,2021-01-01T08:34:20.000,1,70,82,1,2.4,11.5,0.0,0.5,2.45,0.0,0.3,14.75,1,1,0.0
2,2021-01-01T08:39:44.000,2021-01-01T09:32:34.000,1,89,46,2,27.38,76.0,0.0,0.5,2.75,0.0,0.3,79.55,1,1,0.0
1,2021-01-01T08:27:08.000,2021-01-01T08:36:31.000,1,95,121,1,2.5,10.5,0.0,0.5,0.0,0.0,0.3,11.3,2,1,0.0
2,2021-01-01T08:08:17.000,2021-01-01T08:19:22.000,1,167,147,1,1.06,8.5,0.0,0.5,0.0,0.0,0.3,9.3,2,1,0.0
2,2021-01-01T08:12:30.000,2021-01-01T08:45:29.000,1,197,86,1,11.69,36.0,0.0,0.5,2.75,0.0,0.3,39.55,1,1,0.0
2,2021-01-01T08:45:49.000,2021-01-01T08:53:09.000,1,42,152,1,1.24,7.0,0.0,0.5,0.0,0.0,0.3,7.8,2,1,0.0
2,2021-01-01T08:55:44.000,2021-01-01T09:04:15.000,1,82,260,1,1.64,8.0,0.0,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2021-01-01T08:08:43.000,2021-01-01T08:22:06.000,1,130,130,1,3.28,13.0,0.0,0.5,0.0,0.0,0.3,13.8,2,1,0.0
2,2021-01-01T08:32:20.000,2021-01-01T08:38:49.000,1,130,122,1,1.72,7.5,0.0,0.5,0.0,0.0,0.3,8.3,2,1,0.0
2,2021-01-01T09:55:13.000,2021-01-01T10:15:54.000,1,82,216,1,5.84,20.5,0.0,0.5,0.0,0.0,0.3,21.3,2,1,0.0
2,2021-01-01T09:03:22.000,2021-01-01T09:10:42.000,1,42,41,1,1.44,8.0,0.0,0.5,0.0,0.0,0.3,8.8,2,1,0.0
2,2021-01-01T09:16:00.000,2021-01-01T09:23:34.000,1,43,163,1,2.89,10.0,0.0,0.5,2.71,0.0,0.3,16.26,1,1,2.75
2,2021-01-01T09:04:43.000,2021-01-01T09:10:22.000,1,74,42,1,1.29,6.5,0.0,0.5,0.0,0.0,0.3,7.3,1,1,0.0
2,2021-01-01T09:28:09.000,2021-01-01T09:35:16.000,1,74,263,1,2.42,9.0,0.0,0.5,2.51,0.0,0.3,15.06,1,1,2.75
2,2021-01-01T09:40:58.000,2021-01-01T09:45:11.000,1,75,74,1,1.51,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1,1,0.0
2,2021-01-01T10:03:08.000,2021-01-01T10:23:46.000,1,74,7,1,7.83,25.0,0.0,0.5,5.71,0.0,0.3,34.26,1,1,2.75
2,2021-01-01T09:45:34.000,2021-01-01T10:07:08.000,1,41,144,1,6.67,21.5,0.0,0.5,5.01,0.0,0.3,30.06,1,1,2.75
2,2021-01-01T09:53:06.000,2021-01-01T09:54:41.000,1,74,75,5,0.45,3.5,0.0,0.5,0.0,0.0,0.3,4.3,2,1,0.0
2,2021-01-01T09:02:16.000,2021-01-01T09:15:11.000,1,74,100,1,4.56,15.0,0.0,0.5,3.71,0.0,0.3,22.26,1,1,2.75
2,2021-01-01T09:45:00.000,2021-01-01T09:54:14.000,1,244,42,1,3.35,11.5,0.0,0.5,3.69,0.0,0.3,15.99,1,1,0.0
2,2021-01-01T09:19:15.000,2021-01-01T09:36:15.000,1,52,137,1,6.93,21.0,0.0,0.5,0.0,0.0,0.3,24.55,2,1,2.75
2,2021-01-01T10:12:49.000,2021-01-01T10:22:46.000,1,74,163,1,3.58,12.0,0.0,0.5,3.89,0.0,0.3,19.44,1,1,2.75
1,2021-01-01T09:15:22.000,2021-01-01T09:29:13.000,1,95,56,1,2.8,11.5,0.0,0.5,0.0,0.0,0.3,12.3,2,1,0.0
